,Acidovorax,Aeromonas,Anaerolineae,Azonexus,Azospira,Bacteria,Bosea,Ca_Accumulibacter,Ca_Caldilinea,Ca_Competibacter,Ca_Leptovillus,Ca_Sarcinithrix,Chitinophagaceae,Cloacibacterium,Comamonadaceae,Denitratisoma,Dokdonella,Edaphobaculum,Flavobacteriales,Flavobacterium,Flexifilaceae,Gracilibacteria,Holophagae,Hydrogenophaga,Ignavibacteria,Ignavibacteriales,Kapabacteriales,Leadbetterella,Lysobacter,Micavibrionales,Myxococcaceae,Pseudoxanthomonas,Rhizobiales,Rhodobacter,Rhodobacteraceae,Rhodospirillales,Rhodothermaceae,Saprospiraceae,Sphingobacteriales,Spirochaetaceae,Terrimonas,Thauera,Thermomonas,Williamwhitmaniaceae,Zoogloea,alphaI_cluster
Ca_Leptovillus,-0.44144015833972045,0.04896208876236207,0.913058321479374,0.5476529160739687,-0.5015222699779801,-0.7891674264225597,-0.6326546983103071,0.6646657183499288,0.8917496443812233,-0.1595732574679943,1.0,0.7696991270626569,-0.4703728071986759,-0.8431972843899683,-0.6799999999999999,0.023956184711002738,0.17044096728307254,0.08466742219912873,0.5942532005689899,-0.8163018959878084,0.7039260312944523,0.6960665783309762,-0.0595448079658606,-0.658876369786884,0.7818207681365577,0.48167852062588906,-0.7128939780371513,0.6544807965860597,0.639601706970128,0.23200568990042675,-0.13210130653390084,-0.5593456614509246,0.28071123755334276,0.2400284495021337,0.8211948790896159,-0.3363400773344734,0.5885102573631275,0.8345945945945945,0.447425320056899,-0.013316261338346456,0.36304409672830723,-0.9251778093883356,-0.24855619373136192,0.314093831855039,-0.8953614610907534,0.7655025270093636
Ca_Sarcinithrix,-0.25463257014028406,0.3142553715128475,0.8777437962313419,0.48292197291235744,-0.5970121662684359,-0.7986641032469552,-0.6414840190394278,0.5962301743512748,0.867586601526083,-0.29499964510217563,0.7696991270626569,1.0,-0.36348271191127807,-0.7742359241280943,-0.681684332046639,-0.24986484563949346,0.028977879012062096,0.4072664397292915,0.46279251841944247,-0.8083612012965711,0.5227114317227344,0.5671432636221367,0.04195177477003983,-0.7432865287706064,0.41744078631809045,0.40697062482919616,-0.680411608424704,0.7939540527944025,0.40613130481853743,0.4120918994705032,-0.12360974170585283,-0.5672096180505352,0.3251298109085318,0.19395405127661006,0.8669179906701348,-0.15354713269805323,0.7459825625126995,0.6455366685367472,0.3281172211159609,-0.16408906636099882,0.299310051258609,-0.8328188370167655,-0.437698651770649,0.22186802958940446,-0.6966570026331808,0.8684450135154359
Chitinophagaceae,0.03715824127024647,0.14448555076004352,-0.478977712507512,-0.33088729214244317,0.19099870284343165,0.43835127795807705,0.23174936357107923,-0.33137490344327725,-0.3984931648521986,0.01044061844138777,-0.4703728071986759,-0.36348271191127807,1.0,0.43997546549346433,0.3360215523100487,-0.07225766099550246,-0.18463258490992604,0.06805997046588153,-0.39565354610028275,0.47733894515273967,-0.45976009065111145,-0.40678280689845997,0.004876113008340442,0.3477523026546813,-0.41908757155801296,-0.02787989320062888,0.3639625502633562,-0.31978696429404463,-0.3900603576495393,-0.18202243029957907,0.11973485988018391,0.27684848680295265,-0.11484680285526547,-0.05664895994983749,-0.36545032846626807,0.28560274472990343,-0.22032526549941756,-0.3775545619340308,-0.43208097857435546,0.15849622006758182,-0.2523245066727698,0.42359080533630383,0.13100675740135614,-0.16637041397990868,0.47168677657875735,-0.33839762872724993
Cloacibacterium,0.2516269036281029,-0.2847018738085013,-0.8793870933076458,-0.7731229510668216,0.3093626639536572,0.8257070864819146,0.8029740390816916,-0.8315129656294615,-0.8406077867187209,0.3762034848484211,-0.8431972843899683,-0.7742359241280943,0.43997546549346433,1.0,0.7051012683367369,-0.041434909851157824,0.030758179656036447,-0.07024895436084116,-0.6649956336722952,0.8655724714137745,-0.6014266237671604,-0.8089281866825889,-0.08128496348525442,0.5274843423748504,-0.7068697057707596,-0.6158583363983807,0.808982323538316,-0.7253751403482106,-0.5659315581271346,-0.5706368648712306,0.20075190301464008,0.8014179500111837,-0.5247522293063219,-0.09900091706537399,-0.8390604039639511,0.14691963225783686,-0.5275254777241141,-0.855734242627593,-0.4862571358764365,-0.048354695100872806,-0.6223320805764992,0.8797344649464715,0.24706573326481118,-0.5086599776073649,0.8471921117361106,-0.8390727152290295
Comamonadaceae,0.41501819265807294,-0.043181643449681104,-0.7563015647226173,-0.4161593172119487,0.6078816393855422,0.7016681957283805,0.7699347643422139,-0.622275960170697,-0.6625035561877667,0.4834992887624466,-0.6799999999999999,-0.681684332046639,0.3360215523100487,0.7051012683367369,1.0,0.4597339793975508,-0.04887624466571835,-0.4045078745099452,-0.333172119487909,0.7016087038431287,-0.23826458036984352,-0.5630414695230269,-0.2660597439544808,0.6180898180845679,-0.30938833570412516,-0.29954480796586064,0.6526703205259053,-0.887027027027027,-0.23550497866287337,-0.4842105263157894,0.20337463660514174,0.7110384068278804,-0.566230440967283,0.1386628733997155,-0.6977809388335703,-0.04202763789119304,-0.6355330966460336,-0.5323186344238975,-0.08455192034139401,0.13080096874439887,-0.3972403982930298,0.793456614509246,0.5931808258930926,-0.20025047126966783,0.6236911058852943,-0.7333807543980547
Denitratisoma,0.2838798690849256,0.16867508967277325,-0.18541859354109838,0.23149583954996886,0.6331649727908757,0.13554540069203494,0.24103628535211113,0.04816843315407082,-0.08001991627042185,0.42624653354855996,0.023956184711002738,-0.24986484563949346,-0.07225766099550246,-0.041434909851157824,0.4597339793975508,1.0,0.06789956628599529,-0.743643815396919,0.21970268211207022,0.11009383609961974,0.3990468748980629,0.2627116232750035,-0.2062735619415319,0.2705989662902555,0.4805320447464142,0.1594708020251429,-0.0037178622532933834,-0.4929369099886911,0.39913222947541793,-0.11376342585147797,-0.0573454682351433,0.17349740423716709,-0.13511629595314964,0.3068497055916443,-0.13877231701652715,-0.2231817389836291,-0.47835080835200267,0.15530265349763472,0.5536097887252865,0.3293874946088168,0.21307347660415618,0.17412333780443795,0.68095582267867,0.330311543731243,-0.07340577731470363,-0.25666524398918766
Dokdonella,-0.020928897322745176,-0.031449056428892994,0.04421052631578947,-0.11559032716927453,-0.2894579628098259,0.09555343239780051,0.02845945558824721,-0.10307254623044096,0.11581792318634422,0.31519203413940255,0.17044096728307254,0.028977879012062096,-0.18463258490992604,0.030758179656036447,-0.04887624466571835,0.06789956628599529,1.0,-0.006898826994003082,0.22879089615931722,-0.019745085474009248,0.45689900426742525,0.037257273015508414,-0.4784352773826458,-0.09625336935422485,0.19035561877667137,-0.345547652916074,0.1479618201603312,0.018264580369843526,0.4633854907539118,-0.3956756756756757,-0.23151225811901546,0.34344238975817926,-0.4115504978662873,0.15894736842105261,-0.042958748221906116,-0.45019839145159085,0.21119690763006815,0.09223328591749644,0.30864864864864866,-0.23519704321105092,-0.5180369843527738,-0.06904694167852063,-0.15800578348318142,-0.3802368243551396,-0.2439706885628391,-0.22317376825784496
Edaphobaculum,-0.20847061862786445,-0.026409171382356388,0.2654195401969657,-0.18538459480166133,-0.6245609754940256,-0.23555262613896955,-0.19230349983152403,-0.02118110932456318,0.23172361661468616,-0.31412468862363624,0.08466742219912873,0.4072664397292915,0.06805997046588153,-0.07024895436084116,-0.4045078745099452,-0.743643815396919,-0.006898826994003082,1.0,-0.22498158114327407,-0.19732324958489195,-0.12268223954005068,-0.12305446320376291,0.08555115623555061,-0.3546249760598356,-0.4083136323764716,-0.2635095343763119,-0.06475097499261279,0.5678703872749644,-0.18535608725209932,0.11090862157094625,0.09382463738361994,-0.09984769234089172,0.0811752473777842,-0.007126887390499052,0.32070993257245733,0.0972065254846786,0.6213317466909012,-0.1375204190870697,-0.23396145925530287,-0.536360323708366,-0.28516101826864804,-0.2665028270803216,-0.6215755904834216,-0.43757990645332784,0.061691508482943046,0.3921634911322006
Flavobacteriales,0.06383006808109966,0.28478708788020296,0.5572119487908961,0.7357041251778095,-0.15160051369809813,-0.49684898036209807,-0.6298244762076085,0.5249217638691321,0.5415931721194879,-0.26284495021337123,0.5942532005689899,0.46279251841944247,-0.39565354610028275,-0.6649956336722952,-0.333172119487909,0.21970268211207022,0.22879089615931722,-0.22498158114327407,1.0,-0.5143165524990844,0.6112944523470839,0.5937833431337614,-0.031209103840682786,-0.040815478334729156,0.7273968705547653,0.5436130867709815,-0.40699490250313325,0.38423897581792316,0.5245803698435276,0.25541963015647223,-0.10844438153350112,-0.5675675675675674,0.26534850640113794,-0.17334281650071123,0.3988620199146515,-0.2971380768103457,0.2170240288975553,0.7599146514935988,0.5332859174964438,0.3455968166999062,0.3558179231863442,-0.5101849217638691,0.009393614555578945,0.49985773549021834,-0.7106922696486698,0.43725727402737
Flavobacterium,0.3211114767802837,-0.2195613378619538,-0.8803446514817689,-0.6397980014897084,0.4352836687622145,0.8468676352756715,0.7341992236852156,-0.7616738261763829,-0.8074022994915522,0.31935529549267133,-0.8163018959878084,-0.8083612012965711,0.47733894515273967,0.8655724714137745,0.7016087038431287,0.11009383609961974,-0.019745085474009248,-0.19732324958489195,-0.5143165524990844,1.0,-0.5574695798828612,-0.7307202921886249,-0.06770561192971868,0.6535104754479308,-0.6080341683358674,-0.48421245116769634,0.8245977911511192,-0.7347747242262833,-0.4990928054379642,-0.4730235693990912,0.23454873807633964,0.6850400016845035,-0.5048446346847408,-0.1840871519627558,-0.8559637633312531,0.11847405752255338,-0.6082856337715895,-0.735547358005701,-0.37750314141033336,0.11110337314319921,-0.5068191432321417,0.8574517987582799,0.32039777881555714,-0.3919959507883425,0.7589880455128634,-0.8358345786440197
Flexifilaceae,-0.08911659505168913,0.20377500530495632,0.6074822190611664,0.518321479374111,-0.1623844090981693,-0.4197133998887075,-0.38533902749772386,0.4843812233285917,0.6983214793741109,0.1946230440967283,0.7039260312944523,0.5227114317227344,-0.45976009065111145,-0.6014266237671604,-0.23826458036984352,0.3990468748980629,0.45689900426742525,-0.12268223954005068,0.6112944523470839,-0.5574695798828612,1.0,0.5855466264189927,-0.4920625889046941,-0.3673826949611819,0.7208250355618777,0.26825035561877664,-0.3841327462630821,0.3170128022759601,0.8164153627311521,0.07522048364153627,-0.2243806028966051,-0.1505832147937411,-0.10975817923186343,0.3819630156472261,0.5255761024182077,-0.5141172830497324,0.4209732732596046,0.697809388335704,0.7375533428165006,-0.07947076478205482,0.09840682788051208,-0.6293314366998577,0.022950963170302548,0.2034950070463509,-0.7285938022809438,0.4205846799173372
Gracilibacteria,-0.24201909703824037,0.2248667317787268,0.6283377211996912,0.751134506487919,-0.16697730710246098,-0.7026996917665881,-0.6701527774697963,0.8481257578891164,0.7042037147054973,-0.38540436828413666,0.6960665783309762,0.5671432636221367,-0.40678280689845997,-0.8089281866825889,-0.5630414695230269,0.2627116232750035,0.037257273015508414,-0.12305446320376291,0.5937833431337614,-0.7307202921886249,0.5855466264189927,1.0,0.08455793463313555,-0.39444268819410233,0.7241482342808095,0.4225620609593974,-0.8460741270623352,0.522867915114552,0.617568818690054,0.47397396805296277,-0.5084151236545895,-0.6353794738314883,0.5762145259614999,0.2679564698434962,0.7384735775135767,-0.34222389804167036,0.33467740809814794,0.625705955064575,0.601934705271175,0.1353062534547038,0.550309411734222,-0.663774096564957,-0.015467427173473951,0.5519234075392101,-0.6680438465165258,0.639365485844359
Holophagae,0.14604196826824678,0.06636065683221369,0.010298719772403982,0.07578947368421052,-0.11828140680236374,-0.2898935251174359,-0.20574857043557526,0.07223328591749645,-0.11246088193456615,-0.46958748221906116,-0.0595448079658606,0.04195177477003983,0.004876113008340442,-0.08128496348525442,-0.2660597439544808,-0.2062735619415319,-0.4784352773826458,0.08555115623555061,-0.031209103840682786,-0.06770561192971868,-0.4920625889046941,0.08455793463313555,1.0,-0.016155524202655022,-0.08213371266002845,0.18657183499288763,-0.26011767901836,0.21561877667140825,-0.44551920341394025,0.29357041251778093,0.12878760814773035,-0.462275960170697,0.6360455192034138,-0.38597439544807965,0.10825035561877665,0.3813123267976609,-0.09853922979198375,-0.11846372688477952,-0.3365860597439545,0.2673211010123183,0.48201991465149363,0.05553342816500711,-0.17454546064545848,0.3460553553393819,0.12710515413130227,0.1622590515520767
Hydrogenophaga,0.39072951582877646,-0.071677970493354,-0.7103223855333871,-0.07208516797317155,0.592545115830081,0.6389105827169632,0.36613494550085446,-0.3881375537175023,-0.6870653730733429,0.039846436148893986,-0.658876369786884,-0.7432865287706064,0.3477523026546813,0.5274843423748504,0.6180898180845679,0.2705989662902555,-0.09625336935422485,-0.3546249760598356,-0.040815478334729156,0.6535104754479308,-0.3673826949611819,-0.39444268819410233,-0.016155524202655022,1.0,-0.2742389385913535,-0.11736981101570769,0.5524235281676009,-0.6087320524989656,-0.3521528229957426,-0.23897737367991845,0.1057365714505142,0.2776522812160863,-0.16867119360014582,-0.3560579183714962,-0.7555057853624779,0.11706826914652797,-0.692352465688652,-0.41203095209063223,-0.16025354356796567,0.32690298739457563,-0.19210176585466784,0.6995327516433416,0.459239214004973,0.01396266247835248,0.5304285818418835,-0.6361057323086224
Ignavibacteria,-0.1850765099024577,0.060580211519532724,0.6092176386913228,0.6362446657183499,-0.07002418622579196,-0.5419698307662558,-0.47913659031544276,0.582873399715505,0.6248933143669985,-0.029160739687055477,0.7818207681365577,0.41744078631809045,-0.41908757155801296,-0.7068697057707596,-0.30938833570412516,0.4805320447464142,0.19035561877667137,-0.4083136323764716,0.7273968705547653,-0.6080341683358674,0.7208250355618777,0.7241482342808095,-0.08213371266002845,-0.2742389385913535,1.0,0.5777809388335703,-0.5733948661479501,0.2611948790896159,0.6994879089615932,0.1252062588904694,-0.21050629182755215,-0.43593172119487905,0.23954480796586058,0.2357041251778094,0.5318065433854907,-0.3943994893398583,0.1424310785431057,0.8107539118065434,0.5896159317211949,0.3098591580653695,0.44338549075391176,-0.6132859174964438,0.15941770714337583,0.5166211703364143,-0.7969813597194328,0.4215378060311361
Ignavibacteriales,-0.07303632790048901,0.2683614660510996,0.5135135135135135,0.7055761024182076,0.11344430332475924,-0.41506563474790814,-0.5994496177821814,0.5538264580369844,0.447425320056899,-0.272773826458037,0.48167852062588906,0.40697062482919616,-0.02787989320062888,-0.6158583363983807,-0.29954480796586064,0.1594708020251429,-0.345547652916074,-0.2635095343763119,0.5436130867709815,-0.48421245116769634,0.26825035561877664,0.4225620609593974,0.18657183499288763,-0.11736981101570769,0.5777809388335703,1.0,-0.4416877251120998,0.31789473684210523,0.1880796586059744,0.4403982930298719,0.054287023996045194,-0.6160455192034138,0.4691891891891891,-0.1635846372688478,0.42839260312944516,0.1554397987398265,0.0837250060721533,0.7099573257467994,0.07749644381223328,0.5206999625891885,0.6735135135135135,-0.4785490753911807,0.09438277446870809,0.7342896757756437,-0.6040236304953415,0.5166654824934136
Kapabacteriales,0.3561631841029689,-0.2422332270114916,-0.7070999484282494,-0.6377143032103163,0.32653859396697865,0.8389996964936329,0.6431155969148087,-0.7980776300951198,-0.7395094096149887,0.4697302575788292,-0.7128939780371513,-0.680411608424704,0.3639625502633562,0.808982323538316,0.6526703205259053,-0.0037178622532933834,0.1479618201603312,-0.06475097499261279,-0.40699490250313325,0.8245977911511192,-0.3841327462630821,-0.8460741270623352,-0.26011767901836,0.5524235281676009,-0.5733948661479501,-0.4416877251120998,1.0,-0.6346603073080873,-0.45628696720546574,-0.466348028472155,0.4314372638214515,0.7055158664415792,-0.6526703205259053,-0.3319579377651875,-0.8517937075530178,0.17959369524921578,-0.4358521960129316,-0.589649545272431,-0.36476698720081646,-0.0380376498348631,-0.5956290979968888,0.7255809049394019,0.1777220589750459,-0.48248095248649797,0.6350492268111783,-0.7901135209388676
Leadbetterella,-0.3082869538186188,0.20615013877501828,0.7846088193456615,0.43229018492176385,-0.6571347342075031,-0.7264370310750007,-0.801310206339302,0.6061166429587481,0.7448079658605974,-0.5142816500711237,0.6544807965860597,0.7939540527944025,-0.31978696429404463,-0.7253751403482106,-0.887027027027027,-0.4929369099886911,0.018264580369843526,0.5678703872749644,0.38423897581792316,-0.7347747242262833,0.3170128022759601,0.522867915114552,0.21561877667140825,-0.6087320524989656,0.2611948790896159,0.31789473684210523,-0.6346603073080873,1.0,0.2278520625889047,0.5181507823613086,-0.15750152503311204,-0.7014224751066855,0.49359886201991465,-0.07448079658605973,0.7895305832147937,-0.015258441782152887,0.7321589433352602,0.5495874822190612,0.1244950213371266,-0.19004125957011964,0.3236130867709815,-0.7885917496443813,-0.6615870864910816,0.16507287284878816,-0.618478726455372,0.7966000446924111
Lysobacter,-0.21192810104234333,0.11689662921931562,0.5020483641536273,0.4658890469416785,-0.08536064960478497,-0.396878727675215,-0.3028623530907995,0.456330014224751,0.6142816500711238,0.08688477951635847,0.639601706970128,0.40613130481853743,-0.3900603576495393,-0.5659315581271346,-0.23550497866287337,0.39913222947541793,0.4633854907539118,-0.18535608725209932,0.5245803698435276,-0.4990928054379642,0.8164153627311521,0.617568818690054,-0.44551920341394025,-0.3521528229957426,0.6994879089615932,0.1880796586059744,-0.45628696720546574,0.2278520625889047,1.0,-0.011493598862019913,-0.2940258985433361,-0.11445234708392601,-0.07849217638691322,0.5339402560455192,0.483072546230441,-0.5417787856957405,0.28787718500570714,0.6384921763869132,0.7970981507823613,-0.12468345552272259,0.09502133712660028,-0.552773826458037,0.10072202355529511,0.10146289512171204,-0.6766124227202432,0.36565900938931967
Micavibrionales,-0.008132196173793946,0.3602190376040992,0.4459174964438122,0.502475106685633,0.08100725647494095,-0.40640520280853043,-0.5983203877513067,0.6328307254623045,0.3173826458036984,-0.4072546230440967,0.23200568990042675,0.4120918994705032,-0.18202243029957907,-0.5706368648712306,-0.4842105263157894,-0.11376342585147797,-0.3956756756756757,0.11090862157094625,0.25541963015647223,-0.4730235693990912,0.07522048364153627,0.47397396805296277,0.29357041251778093,-0.23897737367991845,0.1252062588904694,0.4403982930298719,-0.466348028472155,0.5181507823613086,-0.011493598862019913,1.0,-0.013456496924709719,-0.7005405405405405,0.648221906116643,-0.25880512091038405,0.44719772403982927,0.3186426643512747,0.28584783929066193,0.3459459459459459,0.0606827880512091,0.08988476403383859,0.7345092460881936,-0.4502418207681365,-0.26245931956899027,0.5732582422276364,-0.3089687752244933,0.5180596072568805
