MAG	day_1	day_8	day_15	day_22	day_28	day_29	day_38	day_45	day_50	day_64	day_71	day_78	day_86	day_92	day_99	day_106	day_115	day_121	day_127	day_134	day_141	day_147	day_158	day_163	day_172	day_189	day_199	day_206	day_213	day_220	day_227	day_234	day_240	day_248	day_255	day_267	day_275	day_284	day_289	day_295	day_302	day_311	day_318	day_325	day_330	day_338	day_346	day_353	day_358	day_372	day_380	day_386	day_395	day_406	day_415	day_423	day_436	day_445	day_449	day_464	day_480	day_484	day_493	day_500	day_507	day_512	day_522	day_528	day_536	day_541	day_547	day_560	day_570	day_575	day_584
coasm_bin.293	0.031143	0.024517	0.020277	0.027962	0.027611	0.027689	0.020868	0.031046	0.024664	0.021749	0.005619	0.028631	0.032869	0.035395	0.040507	0.025403	0.025776	0.025668	0.028195	0.032270	0.023410	0.033010	0.031728	0.030109	0.034038	0.026624	0.028211	0.028106	0.025798	0.006539	0.006843	0.005538	0.005621	0.012301	0.005996	0.000000	0.000000	0.006217	0.000000	0.013858	0.005681	0.006310	0.005490	0.000000	0.000000	0.000000	0.000000	0.005660	0.005525	0.000000	0.000000	0.000000	0.006109	0.000000	0.005531	0.000000	0.017236	0.000000	0.000000	0.006008	0.000000	0.000000	0.000000	0.005328	0.011585	0.003653	0.000000	0.000000	0.000000	0.000000	0.004884	0.007331	0.000000	0.000000	0.003765
coasm_bin.298	0.000380	0.001562	0.000000	0.000975	0.000406	0.002732	0.000720	0.001976	0.000399	0.001923	0.000000	0.012271	0.008357	0.008756	0.006018	0.005388	0.012189	0.011429	0.014098	0.011389	0.012924	0.016627	0.010576	0.008602	0.012157	0.014213	0.010920	0.012323	0.010608	0.000000	0.041057	0.022152	0.016862	0.036903	0.035976	0.050159	0.018615	0.024866	0.039656	0.173226	0.210191	0.189298	0.126270	0.059937	0.097098	0.111452	0.098110	0.084899	0.044201	0.043652	0.043630	0.047337	0.018328	0.000000	0.005531	0.000000	0.011491	0.000000	0.000000	0.000000	0.006003	0.000000	0.000000	0.010655	0.011585	0.014613	0.012769	0.013440	0.000000	0.014738	0.000000	0.000000	0.032752	0.004105	0.011296
coasm_bin.305	0.013926	0.026391	0.016304	0.021568	0.016648	0.019245	0.018350	0.014253	0.017374	0.017459	0.005619	0.019997	0.018663	0.024218	0.027313	0.017448	0.026375	0.025293	0.026476	0.027714	0.018777	0.023718	0.023389	0.021732	0.024534	0.021820	0.017836	0.015782	0.017118	0.006539	0.000000	0.011076	0.044964	0.030752	0.000000	0.016720	0.024820	0.018650	0.000000	0.013858	0.011362	0.069409	0.087840	0.039958	0.017135	0.000000	0.015491	0.005660	0.027626	0.006236	0.012466	0.011834	0.012219	0.040777	0.000000	0.012426	0.022982	0.006436	0.000000	0.006008	0.000000	0.000000	0.000000	0.010655	0.005793	0.000000	0.000000	0.006720	0.000000	0.000000	0.000000	0.000000	0.004094	0.053360	0.052715
coasm_bin.31	0.009621	0.008120	0.008768	0.014631	0.021249	0.011299	0.015921	0.013829	0.014978	0.013908	0.039335	0.038175	0.054039	0.050112	0.039581	0.035923	0.044558	0.044404	0.041605	0.044039	0.036335	0.039367	0.045558	0.038485	0.042438	0.048244	0.050779	0.033727	0.039300	0.268097	0.212125	0.138450	0.179856	0.184513	0.161890	0.222928	0.291636	0.236230	0.254929	0.318736	0.261319	0.283948	0.307439	0.384596	0.268449	0.339928	0.444077	0.554675	0.381237	0.567473	0.486163	0.289941	0.439883	0.285438	0.425861	0.552967	0.448147	0.405484	0.371080	0.318433	0.294153	0.411025	0.365353	0.426212	0.249088	0.321485	0.302192	0.288969	0.249926	0.277074	0.302808	0.282248	0.356178	0.336576	0.534679
coasm_bin.313	0.009875	0.010463	0.003973	0.003035	0.003654	0.004097	0.003508	0.004234	0.002097	0.003255	0.005619	0.037721	0.029805	0.038189	0.033563	0.027199	0.039163	0.042530	0.047451	0.034358	0.035847	0.035944	0.034982	0.031920	0.039122	0.035432	0.033125	0.032862	0.039059	0.052312	0.061585	0.038766	0.050585	0.135310	0.107927	0.078025	0.124100	0.087032	0.067981	0.124723	0.085213	0.100959	0.181169	0.169822	0.137080	0.156032	0.185893	0.141499	0.182331	0.218259	0.224383	0.118343	0.128299	0.061165	0.071899	0.037279	0.040218	0.038617	0.068031	0.048065	0.030016	0.000000	0.016862	0.015983	0.023171	0.010960	0.017025	0.006720	0.016944	0.005895	0.004884	0.000000	0.000000	0.000000	0.000000
coasm_bin.314	0.004937	0.002186	0.003836	0.003468	0.002436	0.004222	0.003238	0.003105	0.000899	0.001775	0.000000	0.002272	0.003343	0.001118	0.000926	0.003849	0.002198	0.001499	0.001375	0.002088	0.002195	0.002690	0.002237	0.002717	0.001105	0.001401	0.002730	0.001946	0.002411	0.026156	0.006843	0.011076	0.000000	0.000000	0.005996	0.000000	0.006205	0.012433	0.016995	0.006929	0.005681	0.025240	0.021960	0.034963	0.022847	0.027863	0.051637	0.022640	0.038676	0.049888	0.037397	0.041420	0.036657	0.066262	0.116144	0.086984	0.241310	0.167342	0.123693	0.174237	0.150078	0.223646	0.140520	0.159830	0.173782	0.226501	0.123431	0.090723	0.046596	0.082533	0.175824	0.304241	0.327520	0.381726	0.274870
coasm_bin.315	0.054310	0.038415	0.043156	0.041835	0.051432	0.045568	0.048392	0.052354	0.042438	0.050748	0.039335	0.081804	0.078274	0.091095	0.068746	0.092118	0.081924	0.095740	0.088197	0.095291	0.093885	0.087048	0.083184	0.090552	0.084875	0.086880	0.097736	0.089073	0.087520	0.222324	0.266867	0.127374	0.179856	0.141460	0.113923	0.172769	0.310251	0.174064	0.249264	0.117794	0.119298	0.157749	0.192149	0.134858	0.159927	0.122597	0.123929	0.158479	0.116029	0.137191	0.143356	0.094675	0.097752	0.112136	0.160389	0.155328	0.114910	0.205960	0.142248	0.168229	0.168087	0.120890	0.185487	0.165157	0.110062	0.197275	0.110662	0.120964	0.093193	0.088428	0.126984	0.150288	0.085974	0.082092	0.146848
coasm_bin.321	0.006330	0.006715	0.003562	0.002493	0.004331	0.006953	0.007376	0.012559	0.010684	0.009913	0.016858	0.174288	0.177439	0.178279	0.187951	0.154727	0.169242	0.181549	0.186709	0.192291	0.179236	0.179230	0.178775	0.196045	0.175718	0.188172	0.175088	0.174904	0.177451	0.274635	0.390037	0.603644	0.494604	0.424380	0.341768	0.289807	0.316456	0.335696	0.164287	0.242517	0.267000	0.309187	0.296459	0.279706	0.274160	0.300919	0.392440	0.311297	0.259683	0.218259	0.199452	0.159763	0.134409	0.193690	0.199104	0.217459	0.264292	0.283195	0.265941	0.336458	0.264137	0.265957	0.151762	0.159830	0.092684	0.098637	0.076612	0.043681	0.063540	0.032424	0.009768	0.007331	0.057316	0.028732	0.030123
coasm_bin.322	0.030004	0.030451	0.017948	0.025578	0.150371	0.064441	0.089949	0.083118	0.066602	0.081374	0.005619	0.022951	0.023120	0.033532	0.025924	0.025403	0.020381	0.025293	0.024413	0.026006	0.027068	0.022740	0.025830	0.036900	0.024755	0.022020	0.027483	0.020323	0.025798	0.026156	0.020528	0.005538	0.005621	0.012301	0.005996	0.011146	0.055845	0.118115	0.101971	0.020787	0.096574	0.006310	0.016470	0.019979	0.011423	0.011145	0.020655	0.016980	0.011050	0.024944	0.037397	0.017751	0.006109	0.010194	0.022123	0.074557	0.045964	0.051490	0.037108	0.012016	0.078041	0.072534	0.028104	0.010655	0.017378	0.018266	0.029794	0.026881	0.021180	0.047161	0.039072	0.007331	0.000000	0.004105	0.003765
coasm_bin.324	0.024180	0.013586	0.017948	0.021568	0.024633	0.015396	0.027254	0.017781	0.015178	0.017754	0.028096	0.013407	0.016435	0.017325	0.018980	0.016165	0.012588	0.014427	0.011175	0.016325	0.013168	0.012715	0.016067	0.016526	0.011715	0.020219	0.016562	0.016431	0.010850	0.006539	0.006843	0.005538	0.016862	0.012301	0.017988	0.005573	0.000000	0.000000	0.005665	0.027716	0.017043	0.000000	0.016470	0.004995	0.000000	0.005573	0.010327	0.000000	0.005525	0.000000	0.006233	0.005917	0.000000	0.015291	0.005531	0.000000	0.011491	0.000000	0.000000	0.024033	0.030016	0.006044	0.033725	0.037294	0.127440	0.102291	0.102149	0.060482	0.080485	0.041266	0.063492	0.076977	0.061410	0.045150	0.071542
coasm_bin.325	0.097100	0.075737	0.034251	0.049530	0.022332	0.032283	0.031752	0.029070	0.025662	0.034177	0.039335	0.155882	0.141227	0.149031	0.147444	0.165760	0.138671	0.145389	0.149402	0.166095	0.155094	0.167982	0.158233	0.158240	0.154278	0.157544	0.145785	0.163229	0.129231	0.313869	0.301081	0.199369	0.297887	0.270619	0.251829	0.250794	0.304046	0.242447	0.283254	0.311807	0.255638	0.201918	0.389789	0.444533	0.422664	0.362218	0.345967	0.401856	0.414388	0.293091	0.193219	0.248521	0.329912	0.346603	0.376085	0.347934	0.448147	0.379739	0.327788	0.264360	0.156081	0.151112	0.163004	0.159830	0.196953	0.102291	0.089381	0.073922	0.046596	0.079585	0.063492	0.087973	0.073692	0.082092	0.060246
coasm_bin.337	0.008735	0.004997	0.005480	0.005744	0.005008	0.004097	0.004138	0.005504	0.008687	0.004439	0.005619	0.018860	0.025627	0.025335	0.034720	0.020271	0.024977	0.018361	0.027336	0.020501	0.024386	0.023473	0.026440	0.020148	0.026081	0.029027	0.022933	0.023782	0.027486	0.052312	0.061585	0.055380	0.061826	0.049204	0.071951	0.061305	0.024820	0.024866	0.000000	0.034645	0.022723	0.018930	0.027450	0.034963	0.028558	0.005573	0.041310	0.033960	0.044201	0.012472	0.043630	0.035503	0.048876	0.112136	0.071899	0.062131	0.080437	0.090107	0.068031	0.060082	0.120062	0.096712	0.078691	0.127864	0.081098	0.094984	0.110662	0.060482	0.042360	0.058952	0.043956	0.135626	0.159666	0.229857	0.222155
coasm_bin.338	0.140523	0.115714	0.124263	0.122361	0.118699	0.137946	0.147156	0.132085	0.125216	0.138041	0.601259	0.178151	0.171868	0.169337	0.162490	0.176537	0.176436	0.181737	0.184130	0.187355	0.170457	0.181186	0.152742	0.172728	0.176160	0.176962	0.167990	0.186362	0.176487	0.353103	0.301081	0.260287	0.348471	0.178363	0.161890	0.156050	0.136510	0.124332	0.096306	0.187084	0.130660	0.138819	0.115290	0.134858	0.102810	0.105879	0.144583	0.073579	0.116029	0.130955	0.087260	0.112426	0.201613	0.214078	0.254411	0.248524	0.235564	0.186651	0.204094	0.318433	0.228119	0.229691	0.275420	0.202451	0.139026	0.193621	0.187274	0.124324	0.088957	0.135589	0.073260	0.032990	0.045034	0.061569	0.060246
coasm_bin.340	0.004558	0.006559	0.005754	0.008237	0.012858	0.009188	0.013132	0.007056	0.007589	0.006658	0.005619	0.015906	0.013649	0.025335	0.012499	0.021554	0.017384	0.017986	0.019943	0.016135	0.025361	0.018094	0.020745	0.020148	0.020335	0.017816	0.017290	0.022052	0.016154	0.071928	0.047899	0.044304	0.073067	0.079956	0.023984	0.044586	0.024820	0.012433	0.016995	0.027716	0.028404	0.025240	0.021960	0.009990	0.051405	0.033435	0.025818	0.045280	0.038676	0.074832	0.037397	0.082840	0.207722	0.229369	0.320779	0.279590	0.160873	0.251014	0.216464	0.168229	0.162084	0.187379	0.123658	0.133191	0.086891	0.080371	0.063843	0.063842	0.025416	0.056004	0.029304	0.040321	0.024564	0.028732	0.022592
coasm_bin.347	0.019623	0.018427	0.013837	0.016365	0.018813	0.021108	0.017720	0.018627	0.023366	0.014647	0.011238	0.036812	0.049583	0.048994	0.042358	0.050036	0.050553	0.048526	0.048654	0.050683	0.047309	0.042546	0.050643	0.057274	0.045532	0.049645	0.051871	0.052968	0.067509	0.209246	0.198440	0.177217	0.185477	0.184513	0.251829	0.317673	0.304046	0.410295	0.249264	0.249446	0.329489	0.208228	0.258029	0.254733	0.274160	0.339928	0.247857	0.328277	0.348086	0.461462	0.567190	0.331361	0.311584	0.224272	0.138267	0.254737	0.172364	0.141597	0.241202	0.126172	0.126066	0.132979	0.084312	0.047949	0.046342	0.062105	0.046818	0.053762	0.059304	0.032424	0.019536	0.021993	0.057316	0.036941	0.033888
coasm_bin.348	0.130015	0.091822	0.055487	0.067846	0.023550	0.050162	0.048842	0.045016	0.047430	0.054595	0.022477	0.060444	0.067131	0.064829	0.073607	0.065688	0.070934	0.059767	0.078225	0.069475	0.053893	0.063330	0.061422	0.055010	0.061004	0.054650	0.071892	0.059022	0.058106	0.019617	0.027371	0.016614	0.005621	0.000000	0.011992	0.000000	0.037230	0.031083	0.016995	0.006929	0.000000	0.000000	0.021960	0.019979	0.034270	0.022290	0.072292	0.056600	0.044201	0.006236	0.000000	0.017751	0.000000	0.010194	0.049776	0.149115	0.224074	0.102980	0.043293	0.030041	0.030016	0.006044	0.016862	0.015983	0.011585	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004105	0.000000
coasm_bin.350	0.046714	0.075425	0.073434	0.071422	0.077689	0.060840	0.081134	0.054048	0.056417	0.077528	0.039335	0.018179	0.027298	0.022727	0.019443	0.018218	0.019782	0.020235	0.015817	0.020501	0.019509	0.021517	0.023389	0.021280	0.021661	0.018817	0.024025	0.016431	0.022905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006929	0.011362	0.006310	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006236	0.000000	0.005917	0.000000	0.005097	0.000000	0.006213	0.005745	0.000000	0.000000	0.012016	0.000000	0.000000	0.005621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
coasm_bin.358	0.002532	0.006090	0.006850	0.003793	0.004602	0.004346	0.002788	0.004234	0.004194	0.004587	0.005619	0.003408	0.004735	0.002981	0.003009	0.005132	0.004796	0.001499	0.002751	0.005505	0.004389	0.002445	0.002644	0.002264	0.001989	0.004204	0.003458	0.003027	0.002893	0.006539	0.020528	0.005538	0.005621	0.000000	0.000000	0.055732	0.459171	0.192714	0.305914	0.242517	0.113617	0.176678	0.192149	0.134858	0.085675	0.050153	0.036146	0.073579	0.088403	0.056124	0.056096	0.035503	0.024438	0.010194	0.000000	0.012426	0.028727	0.019309	0.018554	0.018025	0.006003	0.024178	0.028104	0.015983	0.011585	0.007306	0.000000	0.006720	0.004236	0.008843	0.009768	0.010997	0.012282	0.032837	0.015061
coasm_bin.362	0.093809	0.104002	0.046993	0.073807	0.070922	0.058357	0.054779	0.055600	0.052523	0.059181	0.005619	0.042265	0.042897	0.051416	0.048840	0.054398	0.044958	0.053584	0.049342	0.049544	0.046333	0.049881	0.057151	0.047993	0.042438	0.051247	0.057513	0.051455	0.057865	0.065389	0.061585	0.077532	0.089928	0.098407	0.143902	0.100318	0.086870	0.149198	0.135962	0.090078	0.079532	0.063099	0.027450	0.024974	0.005712	0.016718	0.005164	0.000000	0.011050	0.006236	0.024931	0.005917	0.018328	0.030583	0.011061	0.018639	0.028727	0.025745	0.006185	0.000000	0.000000	0.000000	0.000000	0.000000	0.005793	0.003653	0.000000	0.006720	0.000000	0.000000	0.004884	0.025659	0.024564	0.020523	0.007531
coasm_bin.364	0.963153	0.641191	0.476091	0.732214	0.636673	0.598594	0.619836	0.643069	0.592330	0.558672	0.056192	0.212917	0.187467	0.179769	0.193275	0.200401	0.179832	0.193728	0.188084	0.188305	0.188259	0.176296	0.163318	0.172954	0.181465	0.177362	0.187100	0.178579	0.177210	0.039234	0.013686	0.011076	0.033723	0.000000	0.011992	0.022293	0.043435	0.093249	0.096306	0.041574	0.039766	0.012620	0.005490	0.004995	0.005712	0.000000	0.010327	0.000000	0.000000	0.000000	0.000000	0.000000	0.006109	0.000000	0.000000	0.006213	0.005745	0.000000	0.000000	0.000000	0.000000	0.006044	0.000000	0.000000	0.011585	0.000000	0.017025	0.006720	0.004236	0.011790	0.024420	0.021993	0.008188	0.004105	0.018827
coasm_bin.365	9.787367	11.707432	11.801294	12.067876	9.818757	11.141600	10.191627	11.176307	11.322467	10.265310	10.412452	13.900976	14.207918	14.041170	13.926907	14.096824	14.006346	14.082351	14.026380	14.111267	14.119403	14.280195	14.393101	14.184749	14.044856	14.171181	14.253656	13.969603	13.990674	11.691624	10.216231	9.475550	8.908498	9.139553	9.383619	9.485593	7.191611	7.136641	6.820757	5.543237	5.129807	7.628723	8.119682	9.784726	9.938314	10.013931	8.370340	8.801223	8.602685	7.682714	7.336076	8.822485	8.504399	8.226719	8.793761	8.294501	9.106579	10.278690	10.854104	9.775294	8.434386	7.331963	6.896746	6.329249	4.454614	5.121835	4.894658	4.667182	4.130131	4.394859	4.830281	4.743228	6.165561	7.835652	7.263348
coasm_bin.367	0.000127	0.000000	0.000411	0.000434	0.000406	0.000372	0.000270	0.000282	0.000200	0.000000	0.000000	0.000227	0.000000	0.000373	0.000000	0.000000	0.000400	0.000187	0.000000	0.000190	0.000975	0.000489	0.000000	0.000000	0.000000	0.000200	0.000546	0.000432	0.000241	0.000000	0.000000	0.000000	0.005621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006008	0.000000	0.000000	0.000000	0.000000	0.000000	0.007306	0.008512	0.010080	0.012708	0.014738	0.014652	0.021993	0.020470	0.036941	0.022592
coasm_bin.373	0.046714	0.049503	0.104808	0.090822	0.116805	0.081824	0.077356	0.082977	0.071695	0.073829	0.039335	0.039311	0.038162	0.042660	0.038655	0.047214	0.039563	0.038783	0.042465	0.042900	0.039749	0.036433	0.043117	0.035542	0.045753	0.041438	0.045501	0.037835	0.038335	0.143857	0.047899	0.038766	0.067446	0.049204	0.047967	0.195062	0.204765	0.298396	0.305914	0.069290	0.085213	0.107269	0.186659	0.144848	0.205620	0.323210	0.671280	0.656554	0.624344	0.623597	0.536026	0.491124	0.525415	0.642235	0.741109	0.478409	0.810112	0.984746	0.822562	0.690940	0.852443	0.997340	1.478276	1.672882	1.714650	2.243086	2.094063	2.415913	2.177320	1.886459	2.183150	1.803453	1.109474	0.804499	0.738007
coasm_bin.383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000248	0.000000	0.000000	0.000000	0.000000	0.000000	0.000227	0.000000	0.000373	0.000000	0.000770	0.000200	0.000187	0.000172	0.000000	0.000244	0.000978	0.000000	0.000000	0.000221	0.000200	0.000182	0.000216	0.001447	0.000000	0.000000	0.005538	0.000000	0.012301	0.000000	0.000000	0.000000	0.006217	0.000000	0.000000	0.000000	0.000000	0.010980	0.024974	0.005712	0.016718	0.015491	0.028300	0.027626	0.000000	0.024931	0.017751	0.006109	0.015291	0.011061	0.012426	0.000000	0.012872	0.024739	0.006008	0.018009	0.012089	0.000000	0.005328	0.000000	0.000000	0.000000	0.000000	0.000000	0.002948	0.024420	0.010997	0.016376	0.008209	0.015061
coasm_bin.386	0.025573	0.023112	0.029182	0.027095	0.024092	0.020487	0.031032	0.030763	0.031454	0.034029	0.056192	0.049991	0.043733	0.057191	0.050460	0.045417	0.057746	0.048526	0.052952	0.044798	0.053405	0.045235	0.049829	0.058180	0.051058	0.053449	0.054419	0.047563	0.061240	0.150396	0.157383	0.204907	0.207959	0.387478	0.341768	0.228501	0.229586	0.292180	0.288919	0.187084	0.335170	0.391217	0.389789	0.344638	0.325565	0.273057	0.253021	0.181118	0.171280	0.193315	0.236849	0.295858	0.653715	0.851216	1.061888	1.105934	1.126113	1.061981	0.779269	0.859168	1.152599	1.142408	2.394469	2.184337	2.276545	4.844190	5.192594	4.902389	5.197611	4.509815	4.346764	4.065100	3.402113	2.893732	1.619098
coasm_bin.388	0.000506	0.000000	0.000000	0.000108	0.000271	0.000372	0.000450	0.000000	0.000799	0.000000	0.000000	0.019997	0.012813	0.021796	0.015277	0.014113	0.011789	0.013864	0.015817	0.011389	0.015363	0.011492	0.015050	0.024675	0.011272	0.012011	0.016744	0.012756	0.014225	0.019617	0.006843	0.038766	0.000000	0.012301	0.011992	0.011146	0.000000	0.000000	0.000000	0.000000	0.028404	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016980	0.016576	0.012472	0.031164	0.017751	0.000000	0.035680	0.000000	0.037279	0.034473	0.109416	0.105139	0.018025	0.030016	0.024178	0.000000	0.000000	0.000000	0.000000	0.004256	0.003360	0.105901	0.091375	0.029304	0.003666	0.000000	0.000000	0.000000
coasm_bin.389	0.020635	0.032325	0.013289	0.015173	0.005008	0.007698	0.009355	0.008749	0.010784	0.014795	0.011238	0.104982	0.101394	0.114568	0.112262	0.125475	0.108299	0.114850	0.120003	0.105162	0.120222	0.122991	0.099252	0.106625	0.104768	0.099691	0.103924	0.104423	0.103433	0.052312	0.075270	0.055380	0.078687	0.098407	0.077947	0.066878	0.372301	0.397861	0.464537	0.145510	0.068170	0.151439	0.159209	0.109885	0.125657	0.111452	0.139420	0.147159	0.204431	0.124719	0.162054	0.065089	0.152737	0.142719	0.055307	0.086984	0.137891	0.090107	0.049477	0.114155	0.084044	0.090667	0.073071	0.085242	0.075306	0.025573	0.072356	0.020161	0.021180	0.023581	0.014652	0.029324	0.028658	0.032837	0.045184
coasm_bin.392	0.400048	0.380873	0.331688	0.341071	0.308456	0.286943	0.337397	0.281105	0.293768	0.326385	0.618116	0.320853	0.292760	0.271982	0.243503	0.274813	0.264753	0.255181	0.250149	0.262336	0.277023	0.278259	0.253213	0.298822	0.266561	0.250630	0.262450	0.270031	0.279678	0.058850	0.157383	0.077532	0.089928	0.030752	0.023984	0.027866	0.024820	0.031083	0.005665	0.055432	0.022723	0.025240	0.021960	0.019979	0.000000	0.011145	0.015491	0.011320	0.011050	0.006236	0.012466	0.005917	0.012219	0.005097	0.033184	0.024852	0.005745	0.025745	0.000000	0.024033	0.036019	0.018133	0.011242	0.026638	0.011585	0.025573	0.025537	0.020161	0.033888	0.038319	0.019536	0.018328	0.016376	0.012314	0.022592
coasm_bin.393	0.002152	0.002967	0.001370	0.001734	0.001895	0.000745	0.001979	0.000847	0.001698	0.001184	0.000000	0.004090	0.002786	0.003353	0.004629	0.006415	0.002797	0.003185	0.002235	0.003417	0.005365	0.004890	0.002237	0.004528	0.001768	0.005605	0.003094	0.003027	0.005545	0.032695	0.027371	0.044304	0.039344	0.030752	0.035976	0.083598	0.055845	0.093249	0.073646	0.166297	0.181787	0.195608	0.197639	0.179811	0.245602	0.100306	0.170402	0.130179	0.198906	0.062360	0.130890	0.177515	0.109971	0.050971	0.011061	0.000000	0.022982	0.000000	0.000000	0.006008	0.024012	0.006044	0.022483	0.042621	0.034756	0.010960	0.012769	0.023521	0.008472	0.038319	0.029304	0.021993	0.032752	0.036941	0.060246
coasm_bin.394	0.224837	0.156472	0.154267	0.183162	0.128174	0.108768	0.133214	0.119808	0.110238	0.136117	0.078669	0.090439	0.077438	0.090350	0.087032	0.091091	0.082123	0.096302	0.083727	0.089217	0.082912	0.092427	0.092540	0.101871	0.089296	0.087880	0.088818	0.099018	0.089690	0.058850	0.041057	0.049842	0.061826	0.079956	0.041971	0.039012	0.031025	0.012433	0.011330	0.076220	0.090894	0.069409	0.043920	0.019979	0.022847	0.033435	0.030982	0.011320	0.000000	0.006236	0.018699	0.000000	0.006109	0.000000	0.016592	0.012426	0.034473	0.032181	0.030923	0.042057	0.042022	0.012089	0.011242	0.042621	0.000000	0.040186	0.021281	0.050402	0.042360	0.020633	0.004884	0.003666	0.024564	0.004105	0.015061
coasm_bin.395	0.140017	0.130237	0.093437	0.096892	0.042364	0.081576	0.078615	0.055600	0.058015	0.076640	0.028096	0.044083	0.037048	0.049553	0.036803	0.051062	0.052751	0.045341	0.047107	0.046127	0.043407	0.045724	0.047389	0.047540	0.053047	0.050246	0.043863	0.047996	0.046292	0.032695	0.041057	0.038766	0.016862	0.000000	0.000000	0.000000	0.024820	0.012433	0.005665	0.006929	0.034085	0.012620	0.000000	0.014984	0.028558	0.005573	0.025818	0.011320	0.005525	0.006236	0.018699	0.011834	0.000000	0.010194	0.011061	0.018639	0.000000	0.006436	0.012369	0.000000	0.006003	0.000000	0.000000	0.000000	0.005793	0.007306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004105	0.000000
coasm_bin.399	0.504617	0.337461	0.400190	0.356786	0.314817	0.338471	0.402520	0.338680	0.342397	0.391929	1.483479	0.494913	0.503068	0.500745	0.456684	0.494972	0.521114	0.514671	0.478979	0.496198	0.479182	0.487319	0.467377	0.472455	0.522955	0.522479	0.505972	0.486444	0.551401	0.176551	0.266867	0.155065	0.140513	0.159911	0.089939	0.044586	0.043435	0.024866	0.033990	0.200942	0.159064	0.082029	0.065880	0.079916	0.051405	0.055726	0.072292	0.039620	0.049727	0.024944	0.031164	0.065089	0.085533	0.101942	0.116144	0.149115	0.109164	0.070799	0.074216	0.156212	0.138072	0.090667	0.095554	0.090570	0.075306	0.076718	0.106406	0.070562	0.055068	0.011790	0.053724	0.054983	0.016376	0.049255	0.064011
coasm_bin.40	0.250156	0.297015	0.656526	0.717041	0.836174	0.565939	0.627032	0.584365	0.547196	0.567106	0.112385	0.325170	0.305852	0.311848	0.350210	0.337679	0.332490	0.347173	0.335939	0.323269	0.333354	0.318359	0.325008	0.314216	0.292643	0.324097	0.315777	0.340079	0.337061	0.241941	0.396880	0.182755	0.185477	0.196814	0.137906	0.083598	0.086870	0.080816	0.124632	0.103936	0.255638	0.511106	0.236069	0.139853	0.171350	0.167177	0.289167	0.243378	0.265208	0.324270	0.224383	0.136095	0.018328	0.015291	0.000000	0.006213	0.022982	0.006436	0.006185	0.000000	0.000000	0.000000	0.011242	0.005328	0.017378	0.003653	0.000000	0.006720	0.000000	0.005895	0.000000	0.003666	0.000000	0.004105	0.000000
coasm_bin.400	0.007976	0.013117	0.005069	0.008128	0.005414	0.009809	0.014302	0.012842	0.009686	0.012132	0.000000	0.053627	0.060168	0.058308	0.053932	0.059273	0.061343	0.049837	0.071520	0.066248	0.064379	0.049148	0.059592	0.067009	0.065867	0.053449	0.060607	0.059022	0.063169	0.156935	0.164226	0.127374	0.084308	0.079956	0.089939	0.083598	0.062050	0.118115	0.067981	0.062361	0.403340	0.429076	0.230579	0.174816	0.165639	0.222903	0.092946	0.152819	0.121554	0.062360	0.099726	0.094675	0.128299	0.168204	0.193573	0.323082	0.212583	0.276759	0.265941	0.090123	0.252131	0.290135	0.202350	0.218434	0.139026	0.091331	0.051075	0.087363	0.084721	0.082533	0.043956	0.021993	0.004094	0.012314	0.075307
coasm_bin.407	0.000380	0.001874	0.000411	0.000108	0.000271	0.000124	0.000180	0.000000	0.001098	0.000296	0.000000	0.005454	0.006685	0.004098	0.008564	0.004362	0.005395	0.005808	0.006361	0.005125	0.007560	0.003912	0.008746	0.002037	0.006852	0.008208	0.003822	0.007783	0.005545	0.039234	0.027371	0.022152	0.039344	0.036903	0.023984	0.055732	0.012410	0.024866	0.028325	0.006929	0.000000	0.063099	0.120780	0.064932	0.119945	0.128169	0.118765	0.073579	0.104978	0.068596	0.031164	0.029586	0.030547	0.010194	0.027653	0.024852	0.005745	0.000000	0.006185	0.000000	0.006003	0.006044	0.005621	0.021311	0.005793	0.000000	0.000000	0.003360	0.000000	0.002948	0.009768	0.007331	0.012282	0.004105	0.007531
