organism,module,peak_phase,in_prev_top10,panel,vector,vector_main_phase,projection,cosine,abs_CAP,proj_rank,is_best_driver
Clostridiaceae,M5,IV,False,environment,N/P,V,0.1815,1.0,0.1815,55,True
Desulfobulbus,M6,V,False,environment,N/P,V,0.1805,0.7937,0.2275,56,False
Lacihabitans,M8,V,False,environment,N/P,V,0.1799,0.6116,0.2941,57,False
Longilinea,M5,IV,False,environment,N/P,V,0.1735,0.9804,0.1769,58,True
Herpetosiphon,M8,V,False,environment,N/P,V,0.1691,0.6035,0.2802,59,False
Victivallales,M6,V,False,environment,N/P,V,0.1679,0.7682,0.2185,60,False
Lentimicrobiaceae,M5,IV,False,environment,N/P,V,0.1661,0.9585,0.1733,61,True
Chlorobium,M6,IV,False,environment,N/P,V,0.166,0.9175,0.181,62,True
Rhodobacter,M6,III,False,environment,N/P,V,0.1576,0.9826,0.1604,63,True
Azoarcus,M8,V,False,environment,N/P,V,0.1566,0.5735,0.2731,64,False
Rhodanobacteraceae,M5,III,False,environment,N/P,V,0.1535,0.7798,0.1968,65,True
Bacteroidia,M8,V,False,environment,N/P,V,0.1496,0.4978,0.3004,66,False
Patescibacteria,M5,III,False,environment,N/P,V,0.1486,0.9748,0.1524,67,True
Polyangia,M6,V,False,environment,N/P,V,0.1328,0.7938,0.1673,68,False
Pedomicrobium,M5,IV,False,environment,N/P,V,0.1289,0.7145,0.1804,69,True
Spirochaetota,M6,V,False,environment,N/P,V,0.1286,0.744,0.1729,70,False
Chitinophagales,M5,III,False,environment,N/P,V,0.127,0.9986,0.1272,71,True
Holophagae,M6,V,True,environment,N/P,V,0.1245,0.5569,0.2235,72,False
Bradymonadales,M5,III,False,environment,N/P,V,0.1206,0.9785,0.1233,73,True
Devosiaceae,M6,V,False,environment,N/P,V,0.1187,0.6195,0.1915,74,False
Kiritimatiellae,M5,III,False,environment,N/P,V,0.1155,0.8438,0.1369,75,True
Vicingus,M5,III,False,environment,N/P,V,0.1129,0.7593,0.1486,76,True
Kryptoniales,M5,III,False,environment,N/P,V,0.1121,0.9994,0.1121,77,True
Melioribacteraceae,M5,IV,False,environment,N/P,V,0.1107,0.9854,0.1124,78,True
Myxococcaceae,M6,V,False,environment,N/P,V,0.1102,0.6329,0.1742,79,False
Fungi,M5,III,False,environment,N/P,V,0.1022,0.9391,0.1089,80,True
Ignavibacterium,M5,III,False,environment,N/P,V,0.0984,0.5565,0.1769,81,False
Ca_Epiflobacter,M5,III,False,environment,N/P,V,0.0982,0.9105,0.1078,82,True
Bacillales,M5,III,False,environment,N/P,V,0.0962,0.9015,0.1067,83,True
Christensenellaceae,M5,III,False,environment,N/P,V,0.0932,0.9964,0.0935,84,True
Hyphomicrobium,M6,V,False,environment,N/P,V,0.0925,0.4733,0.1954,85,False
Exiguobacterium,M6,V,False,environment,N/P,V,0.0922,0.5998,0.1537,86,False
Sporomusaceae,M5,III,False,environment,N/P,V,0.0919,0.9981,0.0921,87,True
Acidovorax,M5,III,False,environment,N/P,V,0.0875,0.9298,0.0941,88,True
Williamwhitmaniaceae,M5,III,False,environment,N/P,V,0.0871,0.9278,0.0939,89,True
Sulfuritalea,M5,III,False,environment,N/P,V,0.0856,0.4657,0.1839,90,False
Prolixibacteraceae,M5,III,False,environment,N/P,V,0.0854,0.9568,0.0892,91,True
Microbacterium,M6,V,False,environment,N/P,V,0.0809,0.5625,0.1438,92,False
Caldilineaceae,M5,II,False,environment,N/P,V,0.0747,0.8143,0.0917,93,True
Leifsonia,M6,V,False,environment,N/P,V,0.0736,0.6756,0.109,94,False
Aeromonas,M4,III,True,environment,N/P,V,0.0725,0.9849,0.0736,95,True
Spirochaetaceae,M5,III,False,environment,N/P,V,0.0676,0.8016,0.0844,96,True
Ca_Nomurabacteria,M5,III,False,environment,N/P,V,0.0583,0.6181,0.0943,97,False
Turneriella,M5,IV,False,environment,N/P,V,0.0571,0.665,0.0858,98,False
Beggiatoa,M4,III,False,environment,N/P,V,0.0535,0.9995,0.0535,99,True
Rheinheimera,M4,III,False,environment,N/P,V,0.0532,0.9901,0.0537,100,True
Methanothrix,M4,III,False,environment,N/P,V,0.053,0.8548,0.062,101,True
Ochrobactrum,M4,III,False,environment,N/P,V,0.0471,0.9331,0.0505,102,True
Amaricoccus,M4,III,False,environment,N/P,V,0.0417,0.806,0.0517,103,True
Denitratisoma,M3,III,True,environment,N/P,V,0.0393,0.1505,0.2612,104,False
Hydrogenedensaceae,M5,IV,False,environment,N/P,V,0.0379,0.3773,0.1003,105,False
Ca_Magasanikbacteria,M4,III,False,environment,N/P,V,0.0373,0.7031,0.053,106,True
Caldisericales,M4,III,False,environment,N/P,V,0.0309,0.7301,0.0423,107,True
Devosia,M6,V,False,environment,N/P,V,0.027,0.2521,0.1073,108,False
Ca_Methanofastidiosum,M4,III,False,environment,N/P,V,0.0226,0.5508,0.0411,109,False
Smithella,M4,III,False,environment,N/P,V,0.0213,0.6681,0.0319,110,False
Sericytochromatia,M4,III,False,environment,N/P,V,0.0166,0.4358,0.0381,111,False
Pseudomonas,M4,III,False,environment,N/P,V,0.016,0.6284,0.0254,112,False
Thermomonas,M3,III,False,environment,N/P,V,0.0108,0.0917,0.1181,113,False
Neochlamydia,M4,III,False,environment,N/P,V,0.0098,0.3155,0.0312,114,False
Elusimicrobia,M3,III,False,environment,N/P,V,0.0076,0.0502,0.1505,115,False
Acidaminobacter,M4,III,False,environment,N/P,V,0.0028,0.3342,0.0083,116,False
Sandaracinaceae,M3,III,False,environment,N/P,V,0.0018,0.0143,0.1291,117,False
Pirellula,M4,V,False,environment,N/P,V,-0.0027,-0.0431,0.0616,118,False
Cephaloticoccus,M3,III,False,environment,N/P,V,-0.0111,-0.0491,0.2253,119,False
Beijerinckiaceae,M4,II,False,environment,N/P,V,-0.0144,-0.9571,0.015,120,False
Oligoflexia,M3,II,False,environment,N/P,V,-0.0229,-0.2175,0.1055,121,False
Dokdonella,M3,IV,True,environment,N/P,V,-0.0365,-0.337,0.1084,122,False
Blastopirellula,M3,III,False,environment,N/P,V,-0.0372,-0.2235,0.1666,123,False
Dechlorobacter,M4,I,False,environment,N/P,V,-0.0387,-0.972,0.0398,124,False
Planococcus,M4,II,False,environment,N/P,V,-0.0435,-0.9751,0.0446,125,False
Ca_Flexifilum,M3,III,False,environment,N/P,V,-0.0495,-0.2624,0.1887,126,False
Hydrogenophaga,M3,III,True,environment,N/P,V,-0.059,-0.5606,0.1053,127,False
Leptonema,M3,II,False,environment,N/P,V,-0.0822,-0.3997,0.2056,128,False
Aquimonas,M3,III,False,environment,N/P,V,-0.0869,-0.3741,0.2322,129,False
Bdellovibrio,M3,II,False,environment,N/P,V,-0.0974,-0.6219,0.1565,130,False
Bryobacter,M3,III,False,environment,N/P,V,-0.1151,-0.3988,0.2885,131,False
Microscillaceae,M3,III,False,environment,N/P,V,-0.1234,-0.4249,0.2903,132,False
Denitromonas,M3,I,False,environment,N/P,V,-0.1298,-0.9455,0.1373,133,False
Chthoniobacteraceae,M3,III,False,environment,N/P,V,-0.138,-0.4821,0.2862,134,False
Parcubacteria,M3,II,False,environment,N/P,V,-0.1383,-0.5156,0.2682,135,False
Azospira,M3,II,True,environment,N/P,V,-0.1492,-0.515,0.2898,136,False
Desulfuromonadia,M3,II,False,environment,N/P,V,-0.1517,-0.6165,0.246,137,False
Luteimonas,M3,I,False,environment,N/P,V,-0.169,-0.9926,0.1702,138,False
Ca_Competibacter,M3,II,True,environment,N/P,V,-0.1712,-0.5897,0.2903,139,False
Fusibacter,M2,II,False,environment,N/P,V,-0.1968,-0.7699,0.2556,140,False
Runella,M2,III,False,environment,N/P,V,-0.2415,-0.7614,0.3171,141,False
Phycisphaeraceae,M2,I,False,environment,N/P,V,-0.2672,-0.8425,0.3171,142,False
Holophagaceae,M2,I,False,environment,N/P,V,-0.2777,-0.9476,0.2931,143,False
Puniceicoccaceae,M2,II,False,environment,N/P,V,-0.2828,-0.8876,0.3187,144,False
Bacteria,M2,I,False,environment,N/P,V,-0.3043,-0.9453,0.3219,145,False
Ca_Bealeia,M2,II,False,environment,N/P,V,-0.3138,-0.8421,0.3727,146,False
Gammaproteobacteria,M2,II,False,environment,N/P,V,-0.3325,-0.8128,0.4091,147,False
Brevundimonas,M2,I,False,environment,N/P,V,-0.3507,-0.9583,0.366,148,False
Defluviicoccus,M2,II,False,environment,N/P,V,-0.3766,-0.8048,0.4679,149,False
Pseudofulvimonas,M2,II,False,environment,N/P,V,-0.3794,-0.8717,0.4353,150,False
Pseudoxanthomonas,M2,I,True,environment,N/P,V,-0.4089,-0.8974,0.4557,151,False
Chryseobacterium,M2,I,False,environment,N/P,V,-0.4203,-0.9724,0.4322,152,False
Aurantisolimonas,M2,II,False,environment,N/P,V,-0.4219,-0.8649,0.4878,153,False
Shinella,M2,II,False,environment,N/P,V,-0.4298,-0.9002,0.4774,154,False
Bosea,M2,II,False,environment,N/P,V,-0.4331,-0.9026,0.4798,155,False
Lentimicrobium,M2,I,False,environment,N/P,V,-0.4374,-0.9447,0.463,156,False
Planctomycetota,M2,II,False,environment,N/P,V,-0.4479,-0.8622,0.5195,157,False
Arenimonas,M2,II,False,environment,N/P,V,-0.4518,-0.8107,0.5573,158,False
Chitinophagaceae,M2,I,False,environment,N/P,V,-0.4764,-0.8934,0.5332,159,False
Niveibacterium,M1,I,False,environment,N/P,V,-0.4978,-0.9164,0.5432,160,False
Taibaiella,M1,I,False,environment,N/P,V,-0.5203,-0.9067,0.5738,161,False
Sphingopyxis,M1,I,False,environment,N/P,V,-0.5251,-0.9576,0.5484,162,False
Zoogloea,M1,I,True,environment,N/P,V,-0.5335,-0.961,0.5552,163,False
Pannonibacter,M1,II,False,environment,N/P,V,-0.5358,-0.9322,0.5747,164,False
Flavitalea,M1,I,False,environment,N/P,V,-0.5421,-0.9193,0.5897,165,False
Xanthobacteraceae,M1,I,False,environment,N/P,V,-0.5492,-0.9463,0.5804,166,False
Niabella,M1,I,False,environment,N/P,V,-0.5494,-0.9561,0.5746,167,False
Sediminibacterium,M1,I,True,environment,N/P,V,-0.5507,-0.972,0.5666,168,False
Gemmobacter,M1,I,True,environment,N/P,V,-0.551,-0.9304,0.5922,169,False
Chelatococcus_asaccharovorans,M1,I,False,environment,N/P,V,-0.5533,-0.9216,0.6004,170,False
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,M1,I,False,environment,N/P,V,-0.5539,-0.963,0.5752,171,False
Stenotrophomonas,M1,I,False,environment,N/P,V,-0.5578,-0.9688,0.5758,172,False
Aminobacter,M1,I,False,environment,N/P,V,-0.5671,-0.9501,0.5969,173,False
Inhella,M1,I,False,environment,N/P,V,-0.5678,-0.9528,0.5959,174,False
Kapabacteriales,M1,I,False,environment,N/P,V,-0.5701,-0.9633,0.5918,175,False
Cloacibacterium,M1,I,True,environment,N/P,V,-0.5733,-0.9567,0.5992,176,False
Sutterellaceae,M1,I,False,environment,N/P,V,-0.5767,-0.9686,0.5954,177,False
Flavobacterium,M1,I,False,environment,N/P,V,-0.5969,-0.9549,0.6251,178,False
Thauera,M1,I,True,environment,N/P,V,-0.6038,-0.9563,0.6314,179,False
Thauera,M1,I,True,environment,N_Ax-2,I,0.6179,0.9786,0.6314,1,False
Flavobacterium,M1,I,False,environment,N_Ax-2,I,0.6123,0.9796,0.6251,2,False
Chelatococcus_asaccharovorans,M1,I,False,environment,N_Ax-2,I,0.5971,0.9945,0.6004,3,False
Gemmobacter,M1,I,True,environment,N_Ax-2,I,0.5874,0.9918,0.5922,4,False
Flavitalea,M1,I,False,environment,N_Ax-2,I,0.5868,0.9951,0.5897,5,False
Aminobacter,M1,I,False,environment,N_Ax-2,I,0.5865,0.9827,0.5969,6,False
Cloacibacterium,M1,I,True,environment,N_Ax-2,I,0.5863,0.9784,0.5992,7,False
Inhella,M1,I,False,environment,N_Ax-2,I,0.5846,0.981,0.5959,8,False
Sutterellaceae,M1,I,False,environment,N_Ax-2,I,0.5765,0.9683,0.5954,9,False
Kapabacteriales,M1,I,False,environment,N_Ax-2,I,0.5759,0.9732,0.5918,10,False
Taibaiella,M1,I,False,environment,N_Ax-2,I,0.5725,0.9977,0.5738,11,True
Xanthobacteraceae,M1,I,False,environment,N_Ax-2,I,0.5715,0.9848,0.5804,12,False
Pannonibacter,M1,II,False,environment,N_Ax-2,I,0.5696,0.9911,0.5747,13,False
Niabella,M1,I,False,environment,N_Ax-2,I,0.5625,0.9788,0.5746,14,False
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,M1,I,False,environment,N_Ax-2,I,0.5599,0.9734,0.5752,15,False
Stenotrophomonas,M1,I,False,environment,N_Ax-2,I,0.5574,0.9681,0.5758,16,False
Arenimonas,M2,II,False,environment,N_Ax-2,I,0.5532,0.9926,0.5573,17,True
Sediminibacterium,M1,I,True,environment,N_Ax-2,I,0.5466,0.9647,0.5666,18,False
Zoogloea,M1,I,True,environment,N_Ax-2,I,0.5414,0.9751,0.5552,19,False
Niveibacterium,M1,I,False,environment,N_Ax-2,I,0.541,0.9958,0.5432,20,True
Sphingopyxis,M1,I,False,environment,N_Ax-2,I,0.5361,0.9777,0.5484,21,False
Chitinophagaceae,M2,I,False,environment,N_Ax-2,I,0.5328,0.9993,0.5332,22,True
Planctomycetota,M2,II,False,environment,N_Ax-2,I,0.5193,0.9996,0.5195,23,True
Aurantisolimonas,M2,II,False,environment,N_Ax-2,I,0.4877,0.9998,0.4878,24,True
Bosea,M2,II,False,environment,N_Ax-2,I,0.479,0.9983,0.4798,25,True
Shinella,M2,II,False,environment,N_Ax-2,I,0.4767,0.9986,0.4774,26,True
Defluviicoccus,M2,II,False,environment,N_Ax-2,I,0.4638,0.9913,0.4679,27,True
Lentimicrobium,M2,I,False,environment,N_Ax-2,I,0.4564,0.9857,0.463,28,False
Pseudoxanthomonas,M2,I,True,environment,N_Ax-2,I,0.4552,0.9989,0.4557,29,True
Pseudofulvimonas,M2,II,False,environment,N_Ax-2,I,0.4353,1.0,0.4353,30,True
Chryseobacterium,M2,I,False,environment,N_Ax-2,I,0.4168,0.9642,0.4322,31,False
Gammaproteobacteria,M2,II,False,environment,N_Ax-2,I,0.4062,0.993,0.4091,32,True
Ca_Bealeia,M2,II,False,environment,N_Ax-2,I,0.3719,0.9978,0.3727,33,True
Brevundimonas,M2,I,False,environment,N_Ax-2,I,0.3576,0.9772,0.366,34,False
Puniceicoccaceae,M2,II,False,environment,N_Ax-2,I,0.3186,0.9997,0.3187,35,True
Bacteria,M2,I,False,environment,N_Ax-2,I,0.3172,0.9854,0.3219,36,False
Phycisphaeraceae,M2,I,False,environment,N_Ax-2,I,0.3164,0.9979,0.3171,37,True
Runella,M2,III,False,environment,N_Ax-2,I,0.3107,0.9797,0.3171,38,True
Ca_Competibacter,M3,II,True,environment,N_Ax-2,I,0.2631,0.9063,0.2903,39,False
Fusibacter,M2,II,False,environment,N_Ax-2,I,0.2511,0.9823,0.2556,40,True
Azospira,M3,II,True,environment,N_Ax-2,I,0.2506,0.8648,0.2898,41,False
Chthoniobacteraceae,M3,III,False,environment,N_Ax-2,I,0.2419,0.8451,0.2862,42,False
Microscillaceae,M3,III,False,environment,N_Ax-2,I,0.2349,0.8091,0.2903,43,False
Parcubacteria,M3,II,False,environment,N_Ax-2,I,0.232,0.8651,0.2682,44,False
Bryobacter,M3,III,False,environment,N_Ax-2,I,0.2285,0.7919,0.2885,45,False
Desulfuromonadia,M3,II,False,environment,N_Ax-2,I,0.2264,0.92,0.246,46,False
Holophagaceae,M2,I,False,environment,N_Ax-2,I,0.1981,0.6758,0.2931,47,False
Aquimonas,M3,III,False,environment,N_Ax-2,I,0.18,0.7753,0.2322,48,False
Leptonema,M3,II,False,environment,N_Ax-2,I,0.163,0.7925,0.2056,49,False
Luteimonas,M3,I,False,environment,N_Ax-2,I,0.1579,0.9279,0.1702,50,False
Bdellovibrio,M3,II,False,environment,N_Ax-2,I,0.1444,0.9227,0.1565,51,False
Denitromonas,M3,I,False,environment,N_Ax-2,I,0.1352,0.9852,0.1373,52,False
Ca_Flexifilum,M3,III,False,environment,N_Ax-2,I,0.1313,0.6956,0.1887,53,False
Cephaloticoccus,M3,III,False,environment,N_Ax-2,I,0.1183,0.5251,0.2253,54,False
Blastopirellula,M3,III,False,environment,N_Ax-2,I,0.111,0.6662,0.1666,55,False
Hydrogenophaga,M3,III,True,environment,N_Ax-2,I,0.0938,0.8907,0.1053,56,False
Denitratisoma,M3,III,True,environment,N_Ax-2,I,0.0902,0.3453,0.2612,57,False
Dokdonella,M3,IV,True,environment,N_Ax-2,I,0.0813,0.7496,0.1084,58,False
Oligoflexia,M3,II,False,environment,N_Ax-2,I,0.0698,0.6616,0.1055,59,False
Elusimicrobia,M3,III,False,environment,N_Ax-2,I,0.0659,0.4381,0.1505,60,False
Sandaracinaceae,M3,III,False,environment,N_Ax-2,I,0.0607,0.4701,0.1291,61,False
Thermomonas,M3,III,False,environment,N_Ax-2,I,0.0473,0.4003,0.1181,62,False
Planococcus,M4,II,False,environment,N_Ax-2,I,0.0428,0.961,0.0446,63,False
Dechlorobacter,M4,I,False,environment,N_Ax-2,I,0.0384,0.9647,0.0398,64,False
Hydrogenedensaceae,M5,IV,False,environment,N_Ax-2,I,0.0117,0.1166,0.1003,65,False
Beijerinckiaceae,M4,II,False,environment,N_Ax-2,I,0.0105,0.6983,0.015,66,False
Neochlamydia,M4,III,False,environment,N_Ax-2,I,0.0057,0.1817,0.0312,67,False
Sulfuritalea,M5,III,False,environment,N_Ax-2,I,0.0036,0.0193,0.1839,68,False
Sericytochromatia,M4,III,False,environment,N_Ax-2,I,0.002,0.0527,0.0381,69,False
Acidaminobacter,M4,III,False,environment,N_Ax-2,I,0.0013,0.1622,0.0083,70,False
Ca_Methanofastidiosum,M4,III,False,environment,N_Ax-2,I,-0.0033,-0.0795,0.0411,71,False
Pseudomonas,M4,III,False,environment,N_Ax-2,I,-0.0044,-0.1749,0.0254,72,False
Smithella,M4,III,False,environment,N_Ax-2,I,-0.0072,-0.226,0.0319,73,False
Caldisericales,M4,III,False,environment,N_Ax-2,I,-0.0131,-0.3096,0.0423,74,False
Ca_Magasanikbacteria,M4,III,False,environment,N_Ax-2,I,-0.0144,-0.2725,0.053,75,False
Ca_Nomurabacteria,M5,III,False,environment,N_Ax-2,I,-0.0153,-0.1619,0.0943,76,False
Ignavibacterium,M5,III,False,environment,N_Ax-2,I,-0.0153,-0.0863,0.1769,77,False
Turneriella,M5,IV,False,environment,N_Ax-2,I,-0.0191,-0.2219,0.0858,78,False
Amaricoccus,M4,III,False,environment,N_Ax-2,I,-0.0217,-0.4202,0.0517,79,False
Pirellula,M4,V,False,environment,N_Ax-2,I,-0.0274,-0.4445,0.0616,80,False
Methanothrix,M4,III,False,environment,N_Ax-2,I,-0.0309,-0.4982,0.062,81,False
Ochrobactrum,M4,III,False,environment,N_Ax-2,I,-0.0325,-0.6436,0.0505,82,False
Spirochaetaceae,M5,III,False,environment,N_Ax-2,I,-0.0349,-0.4135,0.0844,83,False
Caldilineaceae,M5,II,False,environment,N_Ax-2,I,-0.0397,-0.433,0.0917,84,False
Beggiatoa,M4,III,False,environment,N_Ax-2,I,-0.046,-0.8602,0.0535,85,False
Rheinheimera,M4,III,False,environment,N_Ax-2,I,-0.0502,-0.9348,0.0537,86,False
Pedomicrobium,M5,IV,False,environment,N_Ax-2,I,-0.052,-0.2881,0.1804,87,False
Vicingus,M5,III,False,environment,N_Ax-2,I,-0.0522,-0.351,0.1486,88,False
Aeromonas,M4,III,True,environment,N_Ax-2,I,-0.0573,-0.779,0.0736,89,False
Williamwhitmaniaceae,M5,III,False,environment,N_Ax-2,I,-0.0594,-0.6324,0.0939,90,False
Acidovorax,M5,III,False,environment,N_Ax-2,I,-0.0599,-0.6367,0.0941,91,False
Prolixibacteraceae,M5,III,False,environment,N_Ax-2,I,-0.0622,-0.6976,0.0892,92,False
Ca_Epiflobacter,M5,III,False,environment,N_Ax-2,I,-0.0645,-0.5978,0.1078,93,False
Kiritimatiellae,M5,III,False,environment,N_Ax-2,I,-0.0657,-0.4799,0.1369,94,False
Fungi,M5,III,False,environment,N_Ax-2,I,-0.0715,-0.6566,0.1089,95,False
Devosia,M6,V,False,environment,N_Ax-2,I,-0.0738,-0.6879,0.1073,96,False
Rhodanobacteraceae,M5,III,False,environment,N_Ax-2,I,-0.0749,-0.3807,0.1968,97,False
Christensenellaceae,M5,III,False,environment,N_Ax-2,I,-0.0778,-0.8315,0.0935,98,False
Sporomusaceae,M5,III,False,environment,N_Ax-2,I,-0.0832,-0.9036,0.0921,99,False
Melioribacteraceae,M5,IV,False,environment,N_Ax-2,I,-0.0877,-0.7809,0.1124,100,False
Bradymonadales,M5,III,False,environment,N_Ax-2,I,-0.0934,-0.7574,0.1233,101,False
Kryptoniales,M5,III,False,environment,N_Ax-2,I,-0.0963,-0.8585,0.1121,102,False
Leifsonia,M6,V,False,environment,N_Ax-2,I,-0.1033,-0.9476,0.109,103,False
Bacillales,M5,III,False,environment,N_Ax-2,I,-0.1066,-0.9984,0.1067,104,False
Chitinophagales,M5,III,False,environment,N_Ax-2,I,-0.108,-0.849,0.1272,105,False
Patescibacteria,M5,III,False,environment,N_Ax-2,I,-0.1137,-0.7459,0.1524,106,False
Lentimicrobiaceae,M5,IV,False,environment,N_Ax-2,I,-0.1216,-0.7019,0.1733,107,False
Microbacterium,M6,V,False,environment,N_Ax-2,I,-0.1282,-0.8917,0.1438,108,False
Longilinea,M5,IV,False,environment,N_Ax-2,I,-0.1351,-0.7634,0.1769,109,False
Exiguobacterium,M6,V,False,environment,N_Ax-2,I,-0.1401,-0.9115,0.1537,110,False
Rhodobacter,M6,III,False,environment,N_Ax-2,I,-0.1524,-0.9502,0.1604,111,False
Clostridiaceae,M5,IV,False,environment,N_Ax-2,I,-0.1591,-0.8763,0.1815,112,False
Myxococcaceae,M6,V,False,environment,N_Ax-2,I,-0.1616,-0.928,0.1742,113,False
Hyphomicrobium,M6,V,False,environment,N_Ax-2,I,-0.164,-0.8397,0.1954,114,False
Ca_Gottesmanbacteria,M5,IV,False,environment,N_Ax-2,I,-0.1642,-0.845,0.1943,115,False
Polyangia,M6,V,False,environment,N_Ax-2,I,-0.1654,-0.9888,0.1673,116,False
Spirochaetota,M6,V,False,environment,N_Ax-2,I,-0.1684,-0.9741,0.1729,117,False
Ca_Parvibacillus,M5,IV,False,environment,N_Ax-2,I,-0.1719,-0.7433,0.2312,118,False
Devosiaceae,M6,V,False,environment,N_Ax-2,I,-0.1765,-0.9214,0.1915,119,False
Flavobacteriales,M5,IV,False,environment,N_Ax-2,I,-0.178,-0.7585,0.2346,120,False
Azonexus,M5,III,False,environment,N_Ax-2,I,-0.1797,-0.8171,0.2199,121,False
Chlorobium,M6,IV,False,environment,N_Ax-2,I,-0.1801,-0.9955,0.181,122,False
Anaerolinea,M5,IV,False,environment,N_Ax-2,I,-0.1917,-0.6826,0.2809,123,False
Holophagae,M6,V,True,environment,N_Ax-2,I,-0.1986,-0.8887,0.2235,124,False
Hoeflea,M6,IV,False,environment,N_Ax-2,I,-0.2033,-0.954,0.2131,125,False
Victivallales,M6,V,False,environment,N_Ax-2,I,-0.2146,-0.9818,0.2185,126,False
Solirubrobacterales,M6,IV,False,environment,N_Ax-2,I,-0.22,-0.9835,0.2237,127,False
Desulfobulbus,M6,V,False,environment,N_Ax-2,I,-0.2249,-0.9887,0.2275,128,False
Ignavibacteriales,M7,IV,False,environment,N_Ax-2,I,-0.2313,-0.9165,0.2523,129,False
Rurimicrobium,M6,IV,False,environment,N_Ax-2,I,-0.2323,-0.9926,0.234,130,False
Fimbriimonadaceae,M7,IV,False,environment,N_Ax-2,I,-0.2399,-0.93,0.258,131,False
Azoarcus,M8,V,False,environment,N_Ax-2,I,-0.2451,-0.8977,0.2731,132,False
Sphingobacteriales,M7,IV,False,environment,N_Ax-2,I,-0.2513,-0.87,0.2889,133,False
Prosthecobacter,M7,IV,False,environment,N_Ax-2,I,-0.2523,-0.9042,0.279,134,False
Leptolinea,M7,IV,False,environment,N_Ax-2,I,-0.2549,-0.8842,0.2882,135,False
Herpetosiphon,M8,V,False,environment,N_Ax-2,I,-0.2559,-0.9134,0.2802,136,False
Bacteroidia,M8,V,False,environment,N_Ax-2,I,-0.2568,-0.8546,0.3004,137,False
Ca_Falkowbacteria,M7,III,False,environment,N_Ax-2,I,-0.2634,-0.8734,0.3016,138,False
Rhodocyclaceae,M6,V,False,environment,N_Ax-2,I,-0.2697,-1.0,0.2697,139,False
Lacihabitans,M8,V,False,environment,N_Ax-2,I,-0.2698,-0.9175,0.2941,140,False
Ca_Pacebacteria,M7,IV,False,environment,N_Ax-2,I,-0.2827,-0.8809,0.3209,141,False
Rhodospirillales,M8,V,False,environment,N_Ax-2,I,-0.2877,-0.9256,0.3108,142,False
Bacteroidales,M6,V,False,environment,N_Ax-2,I,-0.288,-0.9983,0.2885,143,False
Lysobacter,M7,IV,True,environment,N_Ax-2,I,-0.2948,-0.8504,0.3466,144,False
Microtrichaceae,M8,V,False,environment,N_Ax-2,I,-0.3221,-0.9439,0.3412,145,False
Edaphobaculum,M8,V,False,environment,N_Ax-2,I,-0.3265,-0.8782,0.3718,146,False
Paracoccus,M9,V,False,environment,N_Ax-2,I,-0.3336,-0.9997,0.3337,147,False
Novosphingobium,M8,V,False,environment,N_Ax-2,I,-0.348,-0.9192,0.3786,148,False
Micavibrionales,M9,V,False,environment,N_Ax-2,I,-0.3592,-0.9917,0.3622,149,False
Thermomicrobiales,M7,IV,False,environment,N_Ax-2,I,-0.3601,-0.9588,0.3755,150,False
Saprospiraceae,M7,IV,False,environment,N_Ax-2,I,-0.3753,-0.9313,0.403,151,False
Terrimonas,M9,V,False,environment,N_Ax-2,I,-0.3788,-0.9967,0.38,152,False
Hungateiclostridiaceae,M8,V,False,environment,N_Ax-2,I,-0.3887,-0.93,0.4179,153,False
Flexifilaceae,M7,IV,False,environment,N_Ax-2,I,-0.3894,-0.9329,0.4174,154,False
Rhizobiales,M8,V,True,environment,N_Ax-2,I,-0.3927,-0.9482,0.4141,155,False
Ignavibacteria,M7,IV,True,environment,N_Ax-2,I,-0.3938,-0.8761,0.4495,156,False
Pleomorphomonadaceae,M8,V,False,environment,N_Ax-2,I,-0.3948,-0.9491,0.416,157,False
Millisia,M9,V,False,environment,N_Ax-2,I,-0.3967,-0.9747,0.407,158,False
Xanthobacter,M9,V,False,environment,N_Ax-2,I,-0.3995,-0.9986,0.4001,159,False
Defluviimonas,M8,V,False,environment,N_Ax-2,I,-0.4045,-0.9323,0.4339,160,False
Mesorhizobium,M9,V,False,environment,N_Ax-2,I,-0.4131,-0.9771,0.4228,161,False
Gracilibacteria,M9,V,False,environment,N_Ax-2,I,-0.4168,-0.9914,0.4204,162,False
Rhodothermaceae,M9,V,True,environment,N_Ax-2,I,-0.4247,-0.9823,0.4324,163,False
Phreatobacter,M9,V,False,environment,N_Ax-2,I,-0.426,-0.9916,0.4296,164,False
Phaeodactylibacter,M9,V,False,environment,N_Ax-2,I,-0.4344,-1.0,0.4344,165,False
Ca_Caldilinea,M9,IV,True,environment,N_Ax-2,I,-0.4383,-0.9967,0.4397,166,False
alphaI_cluster,M9,V,True,environment,N_Ax-2,I,-0.4438,-0.9504,0.467,167,False
Persicitalea,M9,V,False,environment,N_Ax-2,I,-0.4495,-0.9719,0.4625,168,False
Anaerolineae,M9,V,False,environment,N_Ax-2,I,-0.451,-0.9966,0.4526,169,False
Pirellulaceae,M9,V,False,environment,N_Ax-2,I,-0.4522,-0.9947,0.4546,170,False
Terrimicrobium,M9,IV,False,environment,N_Ax-2,I,-0.4574,-0.9996,0.4576,171,False
